account_id,english_name,year,month,monthly_value,type
8621D,Compensation - Service Contracts,2022,1,0.0,historical
8622D,Compensation - Service Contracts,2022,1,0.0,historical
8620D,Compensation - Service Contracts,2022,1,0.0,historical
8095D,Compensation - Supervisors,2022,1,0.0,historical
6143DZ,CP Effective Rate as a % of Posted Rate,2022,1,0.0,historical
5216G,CPO P&A RO,2022,1,0.0,historical
5216S,CPO P&A RO,2022,1,0.0,historical
5216U,CPO P&A RO,2022,1,0.0,historical
5011S,CPO Warranty Labour - MITSUBISHI,2022,1,0.0,historical
5011G,CPO Warranty Labour - MITSUBISHI,2022,1,0.0,historical
2130D,Current Portion of Long Term Debt,2022,1,0.0,historical
5400S,Customer Body Shop Labour,2022,1,0.0,historical
5400G,Customer Body Shop Labour,2022,1,0.0,historical
2010D,Customer Deposits,2022,1,0.0,historical
8275D,Data Processing,2022,1,0.0,historical
5215U,DCP P&A RO,2022,1,0.0,historical
5215S,DCP P&A RO,2022,1,0.0,historical
5215G,DCP P&A RO,2022,1,0.0,historical
3381S,DCP Service Contracts - New,2022,1,0.0,historical
3381G,DCP Service Contracts - New,2022,1,0.0,historical
5010S,DCP Warranty Labour - MITSUBISHI,2022,1,0.0,historical
5010G,DCP Warranty Labour - MITSUBISHI,2022,1,0.0,historical
8031D,Dealer Advertising Allowance,2022,1,0.0,historical
1280DD,Warranty Rec. / P.D.I. - Mitsubishi,2022,1,0.0,historical
8030D,Dealer Advertising Allowance,2022,1,0.0,historical
396LU,DEC.,2022,1,0.0,historical
391LU,DEC.,2022,1,0.0,historical
8065D,Delivery Expense,2022,1,0.0,historical
8190D,Demo Expense,2022,1,0.0,historical
8192D,Demo Expense,2022,1,0.0,historical
8455D,Depreciation - Bldgs. & Improvements,2022,1,0.0,historical
8454D,Depreciation - Bldgs. & Improvements,2022,1,0.0,historical
8452D,Depreciation - Buildings & Improvements,2022,1,0.0,historical
8451D,Depreciation - Buildings & Improvements,2022,1,0.0,historical
1710D,Depreciation of Lease & Rental Units,2022,1,0.0,historical
8232D,Depreciation - Other,2022,1,0.0,historical
8234D,Depreciation - Other,2022,1,0.0,historical
8235D,Depreciation - Other,2022,1,0.0,historical
1280ED,Warranty Rec. / P.D.I. - Mitsubishi,2022,1,0.0,historical
1280FD,Warranty Rec. / P.D.I. - Mitsubishi,2022,1,0.0,historical
1230BD,Sales Incentives Retail / Fleet,2022,1,0.0,historical
18000ED,DEPT'L OPERATING PROFIT (LINE 2 MINUS 64),2022,1,0.0,historical
5020S,Detailing,2022,1,0.0,historical
5020G,Detailing,2022,1,0.0,historical
3099G,DISCONTINUED MODELS,2022,1,0.0,historical
8165D,Employee Benefits,2022,1,0.0,historical
8242D,Equipment - Repairs & Rental,2022,1,0.0,historical
8241D,Equipment - Repairs & Rental,2022,1,0.0,historical
8244D,Equipment - Repairs & Rental,2022,1,0.0,historical
8245D,Equipment - Repairs & Rental,2022,1,0.0,historical
391BU,FEB.,2022,1,0.0,historical
396BU,FEB.,2022,1,0.0,historical
392BU,FEB.,2022,1,0.0,historical
395BU,FEB.,2022,1,0.0,historical
3701S,Finance Income (CPO),2022,1,0.0,historical
3310S,Finance Income - New,2022,1,0.0,historical
3310G,Finance Income - New,2022,1,0.0,historical
3707S,Finance Income (Non CPO),2022,1,0.0,historical
3707G,Finance Income (Non CPO),2022,1,0.0,historical
3710G,Finance Income (Other Makes),2022,1,0.0,historical
3710S,Finance Income (Other Makes),2022,1,0.0,historical
1130D,Finance / Insurance Income Rec. - Current,2022,1,0.0,historical
1130BD,Finance / Insurance Income Rec. - Current,2022,1,0.0,historical
1130CD,Finance / Insurance Income Rec. - Current,2022,1,0.0,historical
1130ED,Finance / Insurance / Service Contracts,2022,1,0.0,historical
1130DD,Finance / Insurance / Service Contracts,2022,1,0.0,historical
1130FD,Finance / Insurance / Service Contracts,2022,1,0.0,historical
1960D,Finance / Insur. Income Receivable - Deferred,2022,1,0.0,historical
0970P,F & I Sales Reps.,2022,1,0.0,historical
1230CD,Sales Incentives Retail / Fleet,2022,1,0.0,historical
8720D,Fixed Oper. Advert. Co-Op Credit,2022,1,0.0,historical
8724D,Fixed Oper. Advertising Co-Op Credit,2022,1,0.0,historical
8225D,Fixed Oper. Advertising / Promotion,2022,1,0.0,historical
8224D,Fixed Oper. Advertising / Promotion,2022,1,0.0,historical
1230DD,Sales Incentives Retail / Fleet,2022,1,0.0,historical
8335D,Freight & Express,2022,1,0.0,historical
5280G,"Gas, Oil & Grease",2022,1,0.0,historical
5280U,"Gas, Oil & Grease",2022,1,0.0,historical
5280S,"Gas, Oil & Grease",2022,1,0.0,historical
8075D,Goodwill Policy,2022,1,0.0,historical
8071D,Goodwill Policy,2022,1,0.0,historical
8072D,Goodwill Policy,2022,1,0.0,historical
8074D,Goodwill Policy,2022,1,0.0,historical
8495D,Heat - Light - Power - Water,2022,1,0.0,historical
560TP,Hired YTD,2022,1,0.0,historical
560DP,Hired YTD,2022,1,0.0,historical
560BP,Hired YTD,2022,1,0.0,historical
560CP,Hired YTD,2022,1,0.0,historical
560EP,Hired YTD,2022,1,0.0,historical
8475D,Insurance - Buildings & Improvements,2022,1,0.0,historical
3702S,Insurance Income (CPO),2022,1,0.0,historical
3702G,Insurance Income (CPO),2022,1,0.0,historical
3341S,Insurance Income - New,2022,1,0.0,historical
3341G,Insurance Income - New,2022,1,0.0,historical
3706G,Insurance Income (Non CPO),2022,1,0.0,historical
3706S,Insurance Income (Non CPO),2022,1,0.0,historical
3713G,Insurance Income (Other Makes),2022,1,0.0,historical
3713S,Insurance Income (Other Makes),2022,1,0.0,historical
8394D,Insurance - Other,2022,1,0.0,historical
8395D,Insurance - Other,2022,1,0.0,historical
8392D,Insurance - Other,2022,1,0.0,historical
8391D,Insurance - Other,2022,1,0.0,historical
2220D,Insurance Payable,2022,1,0.0,historical
2200D,Interest Payable,2022,1,0.0,historical
1285D,Warranty Receivables - Other,2022,1,0.0,historical
2560D,Drawings,2022,1,0.0,historical
8485D,Interest - Real Estate - Mortgage,2022,1,0.0,historical
8484D,Interest - Real Estate - Mortgage,2022,1,0.0,historical
8482D,Interest - Real Estate - Mortgage,2022,1,0.0,historical
8481D,Interest - Real Estate - Mortgage,2022,1,0.0,historical
5430S,Internal Body Shop Labour,2022,1,0.0,historical
5430G,Internal Body Shop Labour,2022,1,0.0,historical
5261U,Internal P&A RO,2022,1,0.0,historical
2550D,Investments,2022,1,0.0,historical
392AU,JAN.,2022,1,0.0,historical
396GU,JUL.,2022,1,0.0,historical
392GU,JUL.,2022,1,0.0,historical
391GU,JUL.,2022,1,0.0,historical
395GU,JUL.,2022,1,0.0,historical
392FU,JUN.,2022,1,0.0,historical
391FU,JUN.,2022,1,0.0,historical
396FU,JUN.,2022,1,0.0,historical
395FU,JUN.,2022,1,0.0,historical
8155D,Laundry & Uniforms,2022,1,0.0,historical
3510G,Lease Buyout,2022,1,0.0,historical
3510S,Lease Buyout,2022,1,0.0,historical
1870D,Leasehold,2022,1,0.0,historical
1880D,Leasehold,2022,1,0.0,historical
1680D,Lease Vehicles,2022,1,0.0,historical
8352D,Legal & Auditing,2022,1,0.0,historical
8354D,Legal & Auditing,2022,1,0.0,historical
8355D,Legal & Auditing,2022,1,0.0,historical
8351D,Legal & Auditing,2022,1,0.0,historical
4400G,Less: Charge Backs - New,2022,1,0.0,historical
15000ED,SUB-TOTAL OCCUPANCY (LINES 50 THRU 57),2022,1,0.0,historical
4750G,Less: Charge Backs - Used,2022,1,0.0,historical
0989P,Manager(s),2022,1,0.0,historical
0968P,Manager(s),2022,1,0.0,historical
800001D,(Manufacturer Requirement),2022,1,0.0,historical
391CU,MAR.,2022,1,0.0,historical
392CU,MAR.,2022,1,0.0,historical
1430CU,(Cars ),2022,1,0.0,historical
396CU,MAR.,2022,1,0.0,historical
395CU,MAR.,2022,1,0.0,historical
392EU,MAY,2022,1,0.0,historical
395EU,MAY,2022,1,0.0,historical
391EU,MAY,2022,1,0.0,historical
396EU,MAY,2022,1,0.0,historical
8312D,"Membership, Dues, Publications",2022,1,0.0,historical
8311D,"Membership, Dues, Publications",2022,1,0.0,historical
8314D,"Membership, Dues, Publications",2022,1,0.0,historical
8315D,"Membership, Dues, Publications",2022,1,0.0,historical
8415D,Miscellaneous,2022,1,0.0,historical
1571D,Miscellaneous Assets,2022,1,0.0,historical
2430D,Mortgages Payable,2022,1,0.0,historical
8651D,New / Used Vehicle Inventory Expense,2022,1,0.0,historical
8652D,New / Used Vehicle Inventory Expense,2022,1,0.0,historical
8650D,New / Used Vehicle Inventory Expense,2022,1,0.0,historical
1572D,Non-Automotive Inventory,2022,1,0.0,historical
50103SDY,Non-Productive / Other,2022,1,0.0,historical
50003SDY,Non-Productive / Other,2022,1,0.0,historical
392KU,NOV.,2022,1,0.0,historical
395KU,NOV.,2022,1,0.0,historical
396KU,NOV.,2022,1,0.0,historical
391KU,NOV.,2022,1,0.0,historical
42000T,NV Target,2022,1,0.0,historical
392JU,OCT.,2022,1,0.0,historical
50212SD,Tire Inventory Over 12 Mo's (%),2022,1,0.0,historical
396JU,OCT.,2022,1,0.0,historical
391JU,OCT.,2022,1,0.0,historical
395JU,OCT.,2022,1,0.0,historical
8205D,Office Supplies & Stationery,2022,1,0.0,historical
6151DZ,% of Labour Sales CPO Warranty,2022,1,0.0,historical
6150DZ,% of Labour Sales DCP,2022,1,0.0,historical
50001SDY,Number of Productive Bays,2022,1,0.0,historical
50101SDY,Number of Productive Bays,2022,1,0.0,historical
3281S,Other Ext. Warranty - New,2022,1,0.0,historical
3281G,Other Ext. Warranty - New,2022,1,0.0,historical
1200FD,Other Factory Rec. / Incentives - Mitsubishi,2022,1,0.0,historical
1200ED,Other Factory Rec. / Incentives - Mitsubishi,2022,1,0.0,historical
1200DD,Other Factory Rec. / Incentives - Mitsubishi,2022,1,0.0,historical
1200CD,Other Factory Rec. / Incentives - Mitsubishi,2022,1,0.0,historical
3282S,Other F & I - New,2022,1,0.0,historical
3282G,Other F & I - New,2022,1,0.0,historical
5015G,Other Mechanical Labour,2022,1,0.0,historical
5015S,Other Mechanical Labour,2022,1,0.0,historical
1950D,Other Notes / Accounts Receivable,2022,1,0.0,historical
5710U,Other P&A,2022,1,0.0,historical
8635D,Other Salaries & Wages,2022,1,0.0,historical
8215D,Other Supplies & Tools,2022,1,0.0,historical
2140D,Other Vehicles,2022,1,0.0,historical
1430TU,(Cars),2022,1,0.0,historical
3026G,Outlander PHEV,2022,1,0.0,historical
3026S,Outlander PHEV,2022,1,0.0,historical
8375D,Outside Services,2022,1,0.0,historical
1100DOT,OVER 30 Day,2022,1,0.0,historical
1140DOT,Over 30 days,2022,1,0.0,historical
1285DOF,Over 45 days,2022,1,0.0,historical
1280DOF,Over 45 days,2022,1,0.0,historical
0974P,Owner(s),2022,1,0.0,historical
0967P,Owner(s),2022,1,0.0,historical
0988P,Owner(s),2022,1,0.0,historical
0981P,Owner(s),2022,1,0.0,historical
2280D,Owners' Bonuses Payable,2022,1,0.0,historical
6371U,P&A Inventory Adjustment,2022,1,0.0,historical
6371G,P&A Inventory Adjustment,2022,1,0.0,historical
5200U,P&A Repair Order Mechanical,2022,1,0.0,historical
8135D,Payroll Taxes,2022,1,0.0,historical
8181D,Pension Fund,2022,1,0.0,historical
8182D,Pension Fund,2022,1,0.0,historical
8185D,Pension Fund,2022,1,0.0,historical
8184D,Pension Fund,2022,1,0.0,historical
2290D,Pension Fund Payable,2022,1,0.0,historical
8321D,Postage,2022,1,0.0,historical
8324D,Postage,2022,1,0.0,historical
8325D,Postage,2022,1,0.0,historical
8322D,Postage,2022,1,0.0,historical
1260D,Pre-Delivery - Mitsubishi,2022,1,0.0,historical
2502D,Preferred Stock,2022,1,0.0,historical
1640D,Prepaid Insurance,2022,1,0.0,historical
1620D,Prepaid Taxes,2022,1,0.0,historical
8112D,Promotion,2022,1,0.0,historical
1220BD,Receivables Floor Plan Credits,2022,1,0.0,historical
1220CD,Receivables Floor Plan Credits,2022,1,0.0,historical
1220DD,Rec. Floor Plan Credits,2022,1,0.0,historical
1220ED,Rec. Floor Plan Credits,2022,1,0.0,historical
1220FD,Rec. Floor Plan Credits,2022,1,0.0,historical
8425D,Rent,2022,1,0.0,historical
2120D,Rental / Lease Units,2022,1,0.0,historical
1700D,Rental Vehicles,2022,1,0.0,historical
8445D,Repairs & Maintenance - Real Estate,2022,1,0.0,historical
16000ED,"TOTAL FIXED OVERHEAD (LINES 27, 49, 58, 59 THRU 62)",2022,1,0.0,historical
3580G,Used Vehicles - Retail (CPO),2022,1,0.0,historical
446000G,SUB-TOTAL OTHER MAKES(LINES 55 THRU 58),2022,1,0.0,historical
446000S,SUB-TOTAL OTHER MAKES(LINES 55 THRU 58),2022,1,0.0,historical
44600G,"TOTAL F&I USED(LINES 49, 54, 59 & 60)",2022,1,0.0,historical
2112D,Certified Pre-Owned Vehicles - Mitsubishi,2022,1,0.0,historical
1900D,Life Insurance - Cash Value,2022,1,0.0,historical
1220D,Receivable - Floor Plan Credits,2022,1,0.0,historical
23112312D,Reserve for Repossession Losses & Service Contract Losses,2022,1,0.0,historical
1490D,Certified Program Vehicles - Mitsubishi,2022,1,0.0,historical
24000VV,(Trucks),2022,1,0.0,historical
3099U,DISCONTINUED MODELS,2022,1,0.0,historical
3060G,TOTAL MITSUBISHI FLEET,2022,1,0.0,historical
3060S,TOTAL MITSUBISHI FLEET,2022,1,0.0,historical
3099S,DISCONTINUED MODELS,2022,1,0.0,historical
2540D,Dividends,2022,1,0.0,historical
8725D,Fixed Oper. Advertising Co-Op Credit,2022,1,0.0,historical
1750D,Land - Auto Bus Only,2022,1,0.0,historical
1490UU,(Cars),2022,1,0.0,historical
1450VV,(SUVs),2022,1,0.0,historical
11750D,Land - Auto Bus Only,2022,1,0.0,historical
0992P,Technicians,2022,1,0.0,historical
4512G,Used Vehicles - Retail Reconditioning (CPO),2022,1,0.0,historical
50002SD,Missing Name,2022,1,0.0,historical
50004SD,Missing Name,2022,1,0.0,historical
11870D,Leasehold,2022,1,0.0,historical
50102SD,Missing Name,2022,1,0.0,historical
50104SD,Missing Name,2022,1,0.0,historical
1030D,Securities,2022,1,0.0,historical
1230D,Sales Incentive - Retail,2022,1,0.0,historical
1240D,Sales Incentive - Fleet,2022,1,0.0,historical
2320D,Allowance for Doubtful Accounts,2022,1,0.0,historical
1004D,Cash in Bank - Trust Account(s),2022,1,0.0,historical
396HD,AUG.,2022,1,0.0,historical
2250D,Taxes Payable - Income,2022,1,0.0,historical
391IU,SEP.,2022,1,0.0,historical
392IU,SEP.,2022,1,0.0,historical
1420PTU,(Out.PHEV),2022,1,0.0,historical
1440CU,(Cars ),2022,1,0.0,historical
1440D,Demonstrators,2022,1,0.0,historical
12000CD,SUB-TOTAL SELLING EXPS. (LINES 5 THRU 15),2022,1,0.0,historical
8999,Missing Name,2022,1,0.0,historical
1552D,Work in Process - Body Shop Labour,2022,1,0.0,historical
1440TU,(SUVs ),2022,1,0.0,historical
1495VV,(Trucks),2022,1,0.0,historical
396HU,AUG.,2022,1,0.0,historical
396KD,NOV.,2022,1,0.0,historical
396LD,DEC.,2022,1,0.0,historical
1100CD,Vehicle Accounts - Customers,2022,1,0.0,historical
1100DD,Vehicle Accounts - Customers,2022,1,0.0,historical
8520DD,Income Tax,2022,1,0.0,historical
6059DZ,NV Target,2022,1,0.0,historical
1100ED,Vehicle Accounts - Customers,2022,1,0.0,historical
1100FD,Vehicle Accounts - Customers,2022,1,0.0,historical
1140CD,Serv. Parts & Body Shop - Customers,2022,1,0.0,historical
1140DD,"Service, Parts & Body Shop - Customers",2022,1,0.0,historical
0972PZ,Apprentices,2022,1,0.0,historical
0966PZ,Technicians,2022,1,0.0,historical
0965PZ,Advisors,2022,1,0.0,historical
8180D,Pension Fund,2022,1,0.0,historical
392LU,DEC.,2022,1,0.0,historical
395LU,DEC.,2022,1,0.0,historical
17000ED,TOTAL OPERATING EXPENSES (LINE 63),2022,1,0.0,historical
50102SDZ,Avail. Work Bay Hrs. / Bay,2022,1,0.0,historical
50104SDZ,Total Bays Available,2022,1,0.0,historical
50114SDZ,Efficiency (Guide 110 - 125%),2022,1,0.0,historical
50002SDZ,Avail. Work Bay Hrs. / Bay,2022,1,0.0,historical
50004SDZ,Total Bays Available,2022,1,0.0,historical
8663D,Company Vehicle Expense,2022,1,0.0,historical
M17000ED,Body Shop,2022,1,0.0,historical
8310D,"Membership, Dues, Publications",2022,1,0.0,historical
8430D,Amortization - Leaseholds,2022,1,0.0,historical
8440D,Repairs & Maintenance - Real Estate,2022,1,0.0,historical
8450D,Depreciation - Buildings & Improvements,2022,1,0.0,historical
8460D,Taxes - Real Estate,2022,1,0.0,historical
46000G,TOTAL BODY SHOP DEPT. (LINES 30 THRU 35),2022,1,0.0,historical
8480D,Interest - Real Estate - Mortgage,2022,1,0.0,historical
500013SDZ,Productive / Non Productive Personnel,2022,1,0.0,historical
50113SDZ,Productivity (Guide 85% +),2022,1,0.0,historical
50016SDZ,Productive / Non Productive Personnel,2022,1,0.0,historical
8390D,Insurance - Other,2022,1,0.0,historical
8400D,Taxes - Other,2022,1,0.0,historical
2015D,Bank Overdraft,2022,1,0.0,historical
8191D,Demo Expense,2022,1,0.0,historical
8500D,Bonuses - Employees,2022,1,0.0,historical
14000ED,TOTAL SEMI-FIXED EXPENSES (LINES 28 THRU 48),2022,1,0.0,historical
8660D,Company Vehicle Expense,2022,1,0.0,historical
3022U,RVR,2022,1,0.0,historical
8340D,Charitable Donations,2022,1,0.0,historical
8290D,Travel & Entertainment,2022,1,0.0,historical
8350D,Legal & Auditing,2022,1,0.0,historical
8320D,Postage,2022,1,0.0,historical
8140D,Training,2022,1,0.0,historical
8250D,Bad Debts,2022,1,0.0,historical
8240D,Equipment - Repairs & Rental,2022,1,0.0,historical
3011ST,Test Drives,2022,1,0.0,historical
396DD,APR.,2022,1,0.0,historical
8520D,Income Tax,2022,1,0.0,historical
M46000XG,Body Shop,2022,1,0.0,historical
46000XS,TOTAL BODY SHOP,2022,1,0.0,historical
8183D,Pension Fund,2022,1,0.0,historical
8503D,Bonuses - Employees,2022,1,0.0,historical
8220D,Fixed Operations Advertising / Promotion,2022,1,0.0,historical
8343D,Charitable Donations,2022,1,0.0,historical
8293D,Travel & Entertainment,2022,1,0.0,historical
8313D,"Membership, Dues, Publications",2022,1,0.0,historical
8353D,Legal & Auditing,2022,1,0.0,historical
8223D,Fixed Oper. Advertising / Promotion,2022,1,0.0,historical
8323D,Postage,2022,1,0.0,historical
8143D,Training,2022,1,0.0,historical
8253D,Bad Debts,2022,1,0.0,historical
8463D,Taxes - Real Estate,2022,1,0.0,historical
8483D,Interest - Real Estate - Mortgage,2022,1,0.0,historical
8723D,Fixed Oper. Advertising Co-Op Credit,2022,1,0.0,historical
90000D,TOTAL ADDITIONAL DEDUCTIONS (LINES 71THRU 77),2022,1,0.0,historical
8393D,Insurance - Other,2022,1,0.0,historical
8403D,Taxes - Other,2022,1,0.0,historical
8233D,Depreciation - Other,2022,1,0.0,historical
8243D,Equipment - Repairs & Rental,2022,1,0.0,historical
9020D,Cash Discount / Interest Earned,2022,1,0.0,historical
9030D,Cash Discount / Interest Paid,2022,1,0.0,historical
9222D,Miscellaneous Deductions,2022,1,0.0,historical
9102D,Lease & Rental Expenses,2022,1,0.0,historical
9073D,Documentary Fees,2022,1,0.0,historical
9273D,Documentary Fees,2022,1,0.0,historical
9050D,Gain on Disposal of Assets,2022,1,0.0,historical
9051D,Loss on Disposal of Assets,2022,1,0.0,historical
9060D,Reserved,2022,1,0.0,historical
9501D,Other MMSCAN Program Income,2022,1,0.0,historical
9502D,Other MMSCAN Program Expense,2022,1,0.0,historical
3310U,Finance Income - New,2022,1,0.0,historical
3341U,Insurance Income - New,2022,1,0.0,historical
3381U,DCP Service Contracts - New,2022,1,0.0,historical
3281U,Other Ext. Warranty - New,2022,1,0.0,historical
3282U,Other F & I - New,2022,1,0.0,historical
13000ED,SUB-TOTAL PERSONNEL EXPENSES (LINES 17 THRU 26),2022,1,0.0,historical
3580U,Used Vehicles - Retail (CPO),2022,1,0.0,historical
3510U,Lease Buyout,2022,1,0.0,historical
3701U,Finance Income (CPO),2022,1,0.0,historical
3702U,Insurance Income (CPO),2022,1,0.0,historical
3703U,Service Contracts (CPO),2022,1,0.0,historical
3704U,Chemical / Other Income (CPO),2022,1,0.0,historical
3707U,Finance Income (Non CPO),2022,1,0.0,historical
3706U,Insurance Income (Non CPO),2022,1,0.0,historical
3741U,Service Contracts (Non CPO),2022,1,0.0,historical
3630U,Chemical / Other Income (Non CPO),2022,1,0.0,historical
445500U,SUB-TOTAL NON-CPO (LINES 50 THRU 53),2022,1,0.0,historical
3710U,Finance Income (Other Makes),2022,1,0.0,historical
3713U,Insurance Income (Other Makes),2022,1,0.0,historical
3711U,Service Contracts (Other Makes),2022,1,0.0,historical
3708U,Chemical / Other Income (Other Makes),2022,1,0.0,historical
43000U,TOTAL F&I NEW (LINES 23 THRU 29),2022,1,0.0,historical
44600U,"TOTAL F&I USED(LINES 49, 54, 59 & 60)",2022,1,0.0,historical
446000U,SUB-TOTAL OTHER MAKES(LINES 55  THRU 58),2022,1,0.0,historical
44600S,TOTAL F & I USED,2022,1,0.0,historical
5010U,DCP Warranty Labour - MITSUBISHI,2022,1,0.0,historical
5011U,CPO Warranty Labour - MITSUBISHI,2022,1,0.0,historical
5015U,Other Mechanical Labour,2022,1,0.0,historical
5100U,Sublet Repairs,2022,1,0.0,historical
3022G,RVR,2022,1,0.0,historical
5290U,Tire Storage,2022,1,0.0,historical
5240U,Warranty P&A RO,2022,1,0.0,historical
5720G,Volume Discount,2022,1,0.0,historical
5720U,Volume Discount,2022,1,0.0,historical
5400U,Customer Body Shop Labour,2022,1,0.0,historical
5420U,Warranty Claim Body Shop Labour,2022,1,0.0,historical
5430U,Internal Body Shop Labour,2022,1,0.0,historical
5440U,Sublet Repairs Body Shop,2022,1,0.0,historical
5450U,Body Shop Materials,2022,1,0.0,historical
5210U,Body P&A RO,2022,1,0.0,historical
3022S,RVR,2022,1,0.0,historical
1230AD,Sales Incentives Retail / Fleet,2022,1,0.0,historical
1130AD,Finance / Insurance Income Rec. - Current,2022,1,0.0,historical
1220AD,Receivables Floor Plan Credits,2022,1,0.0,historical
3920U,TOTAL,2022,1,0.0,historical
396BD,FEB.,2022,1,0.0,historical
396CD,MAR.,2022,1,0.0,historical
396ED,MAY,2022,1,0.0,historical
396FD,JUN.,2022,1,0.0,historical
396GD,JUL.,2022,1,0.0,historical
395IU,SEP.,2022,1,0.0,historical
396ID,SEP.,2022,1,0.0,historical
396IU,SEP.,2022,1,0.0,historical
396JD,OCT.,2022,1,0.0,historical
1140ED,"Service, Parts & Body Shop - Customers",2022,1,0.0,historical
1140FD,"Service, Parts & Body Shop - Customers",2022,1,0.0,historical
1230ED,Sales Incentives Retail / Fleet,2022,1,0.0,historical
1230FD,Sales Incentives Retail / Fleet,2022,1,0.0,historical
395DU,APR.,2022,1,0.0,historical
8291D,Travel & Entertainment,2022,1,0.0,historical
8292D,Travel & Entertainment,2022,1,0.0,historical
8141D,Training,2022,1,0.0,historical
8142D,Training,2022,1,0.0,historical
8441D,Repairs & Maintenance - Real Estate,2022,1,0.0,historical
8442D,Repairs & Maintenance - Real Estate,2022,1,0.0,historical
8461D,Taxes - Real Estate,2022,1,0.0,historical
8462D,Taxes - Real Estate,2022,1,0.0,historical
8401D,Taxes - Other,2022,1,0.0,historical
8402D,Taxes - Other,2022,1,0.0,historical
46000XG,TOTAL GROSS PROFIT - BODY SHOP DEPT.,2022,1,0.0,historical
8294D,Travel & Entertainment,2022,1,0.0,historical
8295D,Travel & Entertainment,2022,1,0.0,historical
8365D,Telephone,2022,1,0.0,historical
8144D,Training,2022,1,0.0,historical
8145D,Training,2022,1,0.0,historical
8444D,Repairs & Maintenance - Real Estate,2022,1,0.0,historical
